"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DK1","Generation - Solar  [MW] Intraday / BZN|DK1","Generation - Solar  [MW] Current / BZN|DK1","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore  [MW] Intraday / BZN|DK1","Generation - Wind Offshore  [MW] Current / BZN|DK1","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore  [MW] Intraday / BZN|DK1","Generation - Wind Onshore  [MW] Current / BZN|DK1"
"02.08.2022 07:00 - 02.08.2022 08:00","156","N/A","149","420","N/A","532","386","N/A","524"
"02.08.2022 08:00 - 02.08.2022 09:00","283","343","343","485","665","668","455","520","520"
"02.08.2022 09:00 - 02.08.2022 10:00","381","467","491","561","675","718","569","678","694"
"02.08.2022 10:00 - 02.08.2022 11:00","446","528","566","561","660","695","699","858","799"
"02.08.2022 11:00 - 02.08.2022 12:00","477","550","557","606","734","577","796","993","680"
"02.08.2022 12:00 - 02.08.2022 13:00","452","531","444","705","823","624","939","1183","869"
"02.08.2022 13:00 - 02.08.2022 14:00","376","435","350","784","839","675","1110","1345","1364"
"02.08.2022 14:00 - 02.08.2022 15:00","267","318","294","758","805","628","1272","1457","1622"
"02.08.2022 15:00 - 02.08.2022 16:00","184","205","184","757","809","648","1416","1556","1230"
"02.08.2022 16:00 - 02.08.2022 17:00","134","127","122","749","790","676","1527","1615","1353"
"02.08.2022 17:00 - 02.08.2022 18:00","103","107","88","846","816","682","1634","1653","1785"
"02.08.2022 18:00 - 02.08.2022 19:00","69","83","70","888","855","817","1597","1616","2077"
"02.08.2022 19:00 - 02.08.2022 20:00","36","49","40","870","858","1004","1389","1392","1794"
"02.08.2022 20:00 - 02.08.2022 21:00","12","15","20","857","854","1063","1224","1224","1672"
"02.08.2022 21:00 - 02.08.2022 22:00","1","1","1","829","850","1057","1099","1076","1418"
"02.08.2022 22:00 - 02.08.2022 23:00","0","0","0","817","811","1020","1095","1024","1218"
"02.08.2022 23:00 - 03.08.2022 00:00","0","0","0","791","784","927","1042","961","1094"
"03.08.2022 00:00 - 03.08.2022 01:00","0","N/A","0","704","N/A","895","1093","N/A","1055"
"03.08.2022 01:00 - 03.08.2022 02:00","0","N/A","0","672","N/A","867","1031","N/A","1001"
"03.08.2022 02:00 - 03.08.2022 03:00","0","N/A","0","714","N/A","899","974","N/A","1001"
"03.08.2022 03:00 - 03.08.2022 04:00","0","N/A","0","696","N/A","900","933","N/A","985"
"03.08.2022 04:00 - 03.08.2022 05:00","0","N/A","0","719","N/A","1039","930","N/A","956"
"03.08.2022 05:00 - 03.08.2022 06:00","4","N/A","3","758","N/A","1036","913","N/A","1164"
"03.08.2022 06:00 - 03.08.2022 07:00","41","N/A","31","788","N/A","1079","911","N/A","872"
"03.08.2022 07:00 - 03.08.2022 08:00","115","N/A","102","787","N/A","974","980","N/A","1310"
"03.08.2022 08:00 - 03.08.2022 09:00","205","177","177","737","1004","1013","1049","1367","1367"
"03.08.2022 09:00 - 03.08.2022 10:00","318","292","298","772","981","1053","1140","1468","1412"
"03.08.2022 10:00 - 03.08.2022 11:00","440","423","434","740","946","992","1280","1536","1541"
"03.08.2022 11:00 - 03.08.2022 12:00","574","540","478","750","860","966","1349","1509","1614"
"03.08.2022 12:00 - 03.08.2022 13:00","695","575","562","758","818","908","1478","1598","1730"
"03.08.2022 13:00 - 03.08.2022 14:00","738","567","666","724","747","868","1661","1672","1582"
"03.08.2022 14:00 - 03.08.2022 15:00","715","526","621","613","680","877","1798","1733","1941"
"03.08.2022 15:00 - 03.08.2022 16:00","639","489","516","534","662","841","1782","1700","1631"
"03.08.2022 16:00 - 03.08.2022 17:00","521","422","369","487","581","934","1663","1605","1753"
"03.08.2022 17:00 - 03.08.2022 18:00","397","335","261","530","609","733","1511","1466","1631"
"03.08.2022 18:00 - 03.08.2022 19:00","264","221","180","490","540","592","1220","1237","1364"
"03.08.2022 19:00 - 03.08.2022 20:00","135","121","80","444","422","401","891","914","1064"
"03.08.2022 20:00 - 03.08.2022 21:00","42","39","38","413","365","321","658","689","719"
"03.08.2022 21:00 - 03.08.2022 22:00","3","3","4","382","317","291","498","524","528"
"03.08.2022 22:00 - 03.08.2022 23:00","0","0","0","282","231","192","439","429","456"
"03.08.2022 23:00 - 04.08.2022 00:00","0","0","0","214","170","208","383","360","363"
"04.08.2022 00:00 - 04.08.2022 01:00","0","N/A","0","144","N/A","138","435","N/A","260"
"04.08.2022 01:00 - 04.08.2022 02:00","0","N/A","0","115","N/A","63","364","N/A","203"
"04.08.2022 02:00 - 04.08.2022 03:00","0","N/A","0","101","N/A","37","320","N/A","172"
"04.08.2022 03:00 - 04.08.2022 04:00","0","N/A","0","105","N/A","88","312","N/A","133"
"04.08.2022 04:00 - 04.08.2022 05:00","0","N/A","0","125","N/A","149","287","N/A","154"
"04.08.2022 05:00 - 04.08.2022 06:00","3","N/A","3","234","N/A","284","239","N/A","164"
"04.08.2022 06:00 - 04.08.2022 07:00","37","N/A","38","284","N/A","446","226","N/A","226"
"04.08.2022 07:00 - 04.08.2022 08:00","132","N/A","131","261","N/A","490","237","N/A","297"
"04.08.2022 08:00 - 04.08.2022 09:00","253","225","225","258","379","390","237","273","273"
"04.08.2022 09:00 - 04.08.2022 10:00","381","367","451","277","366","570","257","350","330"
"04.08.2022 10:00 - 04.08.2022 11:00","489","515","676","285","357","531","308","434","598"
"04.08.2022 11:00 - 04.08.2022 12:00","576","639","746","305","342","308","391","518","796"
"04.08.2022 12:00 - 04.08.2022 13:00","598","692","794","370","294","248","517","562","621"
"04.08.2022 13:00 - 04.08.2022 14:00","566","668","699","363","267","198","670","572","596"
"04.08.2022 14:00 - 04.08.2022 15:00","520","546","478","349","232","172","801","599","548"
"04.08.2022 15:00 - 04.08.2022 16:00","464","449","404","295","210","191","877","600","503"
"04.08.2022 16:00 - 04.08.2022 17:00","454","372","327","289","158","152","938","606","431"
"04.08.2022 17:00 - 04.08.2022 18:00","414","317","341","357","181","67","995","630","468"
"04.08.2022 18:00 - 04.08.2022 19:00","305","240","309","387","265","133","947","633","472"
"04.08.2022 19:00 - 04.08.2022 20:00","159","133","183","330","293","113","798","580","527"
"04.08.2022 20:00 - 04.08.2022 21:00","47","41","50","317","252","131","705","534","541"
"04.08.2022 21:00 - 04.08.2022 22:00","3","3","4","341","233","178","613","472","476"
"04.08.2022 22:00 - 04.08.2022 23:00","0","0","0","299","223","101","600","473","386"
"04.08.2022 23:00 - 05.08.2022 00:00","0","0","0","318","227","153","580","467","366"
"05.08.2022 00:00 - 05.08.2022 01:00","0","N/A","0","259","N/A","180","391","N/A","350"
"05.08.2022 01:00 - 05.08.2022 02:00","0","N/A","0","261","N/A","185","389","N/A","340"
"05.08.2022 02:00 - 05.08.2022 03:00","0","N/A","0","240","N/A","172","398","N/A","388"
"05.08.2022 03:00 - 05.08.2022 04:00","0","N/A","0","248","N/A","241","402","N/A","492"
"05.08.2022 04:00 - 05.08.2022 05:00","0","N/A","0","254","N/A","218","400","N/A","478"
"05.08.2022 05:00 - 05.08.2022 06:00","4","N/A","3","243","N/A","207","376","N/A","454"
"05.08.2022 06:00 - 05.08.2022 07:00","44","N/A","37","199","N/A","206","368","N/A","477"
"05.08.2022 07:00 - 05.08.2022 08:00","142","N/A","125","183","N/A","148","401","N/A","504"
"05.08.2022 08:00 - 05.08.2022 09:00","290","383","383","204","157","144","461","387","387"
"05.08.2022 09:00 - 05.08.2022 10:00","444","596","447","213","171","147","527","467","505"
"05.08.2022 10:00 - 05.08.2022 11:00","566","773","618","175","156","115","590","491","535"
"05.08.2022 11:00 - 05.08.2022 12:00","667","885","773","158","191","173","621","489","475"
"05.08.2022 12:00 - 05.08.2022 13:00","717","916","879","142","203","133","664","519","532"
"05.08.2022 13:00 - 05.08.2022 14:00","709","887","811","138","157","105","753","610","654"
"05.08.2022 14:00 - 05.08.2022 15:00","651","833","779","190","147","23","893","774","916"
"05.08.2022 15:00 - 05.08.2022 16:00","574","719","703","229","182","54","1068","976","1091"
"05.08.2022 16:00 - 05.08.2022 17:00","518","577","617","319","230","109","1262","1181","1299"
"05.08.2022 17:00 - 05.08.2022 18:00","419","454","475","435","264","210","1471","1382","1588"
"05.08.2022 18:00 - 05.08.2022 19:00","296","293","337","584","442","299","1620","1550","1744"
"05.08.2022 19:00 - 05.08.2022 20:00","155","150","164","667","559","505","1623","1548","1526"
"05.08.2022 20:00 - 05.08.2022 21:00","46","45","45","680","625","640","1549","1536","1618"
"05.08.2022 21:00 - 05.08.2022 22:00","3","3","3","692","708","738","1421","1506","1486"
"05.08.2022 22:00 - 05.08.2022 23:00","0","0","0","682","733","729","1501","1600","1462"
"05.08.2022 23:00 - 06.08.2022 00:00","0","0","0","706","753","726","1527","1630","1519"
"06.08.2022 00:00 - 06.08.2022 01:00","0","N/A","0","731","N/A","823","1625","N/A","1605"
"06.08.2022 01:00 - 06.08.2022 02:00","0","N/A","0","719","N/A","843","1643","N/A","1569"
"06.08.2022 02:00 - 06.08.2022 03:00","0","N/A","0","737","N/A","884","1642","N/A","1560"
"06.08.2022 03:00 - 06.08.2022 04:00","0","N/A","0","789","N/A","897","1597","N/A","1513"
"06.08.2022 04:00 - 06.08.2022 05:00","0","N/A","0","790","N/A","960","1553","N/A","1524"
"06.08.2022 05:00 - 06.08.2022 06:00","3","N/A","3","764","N/A","811","1441","N/A","1329"
"06.08.2022 06:00 - 06.08.2022 07:00","46","N/A","46","733","N/A","804","1350","N/A","1278"
"06.08.2022 07:00 - 06.08.2022 08:00","154","N/A","154","717","N/A","768","1383","N/A","1375"
"06.08.2022 08:00 - 06.08.2022 09:00","286","329","329","723","897","899","1572","1590","1590"
"06.08.2022 09:00 - 06.08.2022 10:00","413","497","605","749","866","909","1772","1810","2037"
"06.08.2022 10:00 - 06.08.2022 11:00","516","650","726","722","816","820","1945","1929","2367"
"06.08.2022 11:00 - 06.08.2022 12:00","581","752","694","703","773","862","1900","1905","2171"
"06.08.2022 12:00 - 06.08.2022 13:00","645","821","676","710","742","824","1837","1797","2128"
"06.08.2022 13:00 - 06.08.2022 14:00","687","825","749","697","694","756","1826","1819","2328"
"06.08.2022 14:00 - 06.08.2022 15:00","688","788","765","627","616","560","1922","1943","2381"
"06.08.2022 15:00 - 06.08.2022 16:00","657","697","751","571","595","644","1923","1943","2351"
"06.08.2022 16:00 - 06.08.2022 17:00","571","597","694","535","589","551","1912","1936","2110"
"06.08.2022 17:00 - 06.08.2022 18:00","445","482","498","522","564","528","1837","1846","1771"
"06.08.2022 18:00 - 06.08.2022 19:00","298","328","352","527","548","515","1667","1703","1901"
"06.08.2022 19:00 - 06.08.2022 20:00","142","167","149","505","489","455","1371","1385","1591"
"06.08.2022 20:00 - 06.08.2022 21:00","38","46","47","479","443","421","1122","1131","1198"
"06.08.2022 21:00 - 06.08.2022 22:00","2","3","2","465","460","421","905","906","777"
"06.08.2022 22:00 - 06.08.2022 23:00","0","0","0","441","465","440","842","802","623"
"06.08.2022 23:00 - 07.08.2022 00:00","0","0","0","451","489","390","721","692","628"
"07.08.2022 00:00 - 07.08.2022 01:00","0","N/A","0","416","N/A","410","821","N/A","561"
"07.08.2022 01:00 - 07.08.2022 02:00","0","N/A","0","427","N/A","480","764","N/A","504"
"07.08.2022 02:00 - 07.08.2022 03:00","0","N/A","0","462","N/A","450","689","N/A","409"
"07.08.2022 03:00 - 07.08.2022 04:00","0","N/A","0","428","N/A","362","615","N/A","428"
"07.08.2022 04:00 - 07.08.2022 05:00","0","N/A","0","373","N/A","380","527","N/A","406"
"07.08.2022 05:00 - 07.08.2022 06:00","2","N/A","2","347","N/A","344","412","N/A","301"
"07.08.2022 06:00 - 07.08.2022 07:00","25","N/A","22","331","N/A","329","348","N/A","320"
"07.08.2022 07:00 - 07.08.2022 08:00","69","N/A","71","290","N/A","322","366","N/A","359"
"07.08.2022 08:00 - 07.08.2022 09:00","122","156","156","315","364","363","448","378","378"
"07.08.2022 09:00 - 07.08.2022 10:00","190","240","217","353","358","303","560","479","442"
"07.08.2022 10:00 - 07.08.2022 11:00","245","322","350","387","339","310","678","580","500"
"07.08.2022 11:00 - 07.08.2022 12:00","280","375","376","399","344","275","731","643","600"
"07.08.2022 12:00 - 07.08.2022 13:00","319","401","334","432","395","361","769","691","493"
"07.08.2022 13:00 - 07.08.2022 14:00","351","388","348","435","437","314","869","771","518"
"07.08.2022 14:00 - 07.08.2022 15:00","340","319","329","393","426","333","894","819","637"
"07.08.2022 15:00 - 07.08.2022 16:00","331","270","322","359","388","362","865","789","682"
"07.08.2022 16:00 - 07.08.2022 17:00","297","235","357","326","350","249","824","741","704"
"07.08.2022 17:00 - 07.08.2022 18:00","252","215","270","287","296","170","764","679","601"
"07.08.2022 18:00 - 07.08.2022 19:00","170","171","251","315","322","141","678","612","528"
"07.08.2022 19:00 - 07.08.2022 20:00","82","90","102","265","329","277","547","495","366"
"07.08.2022 20:00 - 07.08.2022 21:00","23","24","34","210","298","124","438","408","235"
"07.08.2022 21:00 - 07.08.2022 22:00","1","1","3","175","263","135","345","332","166"
"07.08.2022 22:00 - 07.08.2022 23:00","0","0","0","202","219","87","335","316","199"
"07.08.2022 23:00 - 08.08.2022 00:00","0","0","0","217","203","77","316","297","173"
"08.08.2022 00:00 - 08.08.2022 01:00","0","N/A","0","100","N/A","74","223","N/A","191"
"08.08.2022 01:00 - 08.08.2022 02:00","0","N/A","0","84","N/A","102","216","N/A","190"
"08.08.2022 02:00 - 08.08.2022 03:00","0","N/A","0","101","N/A","85","202","N/A","182"
"08.08.2022 03:00 - 08.08.2022 04:00","0","N/A","0","113","N/A","85","185","N/A","174"
"08.08.2022 04:00 - 08.08.2022 05:00","0","N/A","0","140","N/A","93","177","N/A","156"
"08.08.2022 05:00 - 08.08.2022 06:00","2","N/A","2","131","N/A","49","167","N/A","133"
"08.08.2022 06:00 - 08.08.2022 07:00","25","N/A","30","108","N/A","49","149","N/A","113"
"08.08.2022 07:00 - 08.08.2022 08:00","87","N/A","94","82","N/A","41","151","N/A","113"
"08.08.2022 08:00 - 08.08.2022 09:00","180","223","223","74","50","45","173","95","95"
"08.08.2022 09:00 - 08.08.2022 10:00","289","375","376","68","43","26","206","152","135"
"08.08.2022 10:00 - 08.08.2022 11:00","410","520","600","67","18","15","225","193","196"
"08.08.2022 11:00 - 08.08.2022 12:00","506","614","552","70","12","11","228","221","250"
"08.08.2022 12:00 - 08.08.2022 13:00","577","640","635","57","13","1","231","249","269"
"08.08.2022 13:00 - 08.08.2022 14:00","585","623","744","56","33","3","293","340","400"
"08.08.2022 14:00 - 08.08.2022 15:00","554","583","653","60","60","10","370","441","541"
"08.08.2022 15:00 - 08.08.2022 16:00","491","545","694","69","89","14","414","497","611"
"08.08.2022 16:00 - 08.08.2022 17:00","440","490","633","65","104","74","442","515","647"
"08.08.2022 17:00 - 08.08.2022 18:00","351","407","554","81","85","79","428","503","636"
"08.08.2022 18:00 - 08.08.2022 19:00","249","281","352","104","97","16","393","497","587"
"08.08.2022 19:00 - 08.08.2022 20:00","132","141","153","121","108","21","333","422","443"
"08.08.2022 20:00 - 08.08.2022 21:00","36","36","30","110","86","27","261","330","312"
"08.08.2022 21:00 - 08.08.2022 22:00","2","2","1","92","61","2","182","237","184"
"08.08.2022 22:00 - 08.08.2022 23:00","0","0","0","64","37","44","160","200","147"
"08.08.2022 23:00 - 09.08.2022 00:00","0","0","0","39","22","23","148","185","146"
"09.08.2022 00:00 - 09.08.2022 01:00","0","N/A","0","17","N/A","7","189","N/A","141"
"09.08.2022 01:00 - 09.08.2022 02:00","0","N/A","0","15","N/A","11","184","N/A","122"
"09.08.2022 02:00 - 09.08.2022 03:00","0","N/A","0","17","N/A","9","184","N/A","140"
"09.08.2022 03:00 - 09.08.2022 04:00","0","N/A","0","19","N/A","7","181","N/A","141"
"09.08.2022 04:00 - 09.08.2022 05:00","0","N/A","0","24","N/A","1","183","N/A","139"
"09.08.2022 05:00 - 09.08.2022 06:00","2","N/A","2","32","N/A","0","176","N/A","153"
"09.08.2022 06:00 - 09.08.2022 07:00","39","N/A","38","33","N/A","1","159","N/A","134"
"09.08.2022 07:00 - 09.08.2022 08:00","140","N/A","131","30","N/A","0","139","N/A","96"
"09.08.2022 08:00 - 09.08.2022 09:00","288","237","237","28","13","13","133","99","99"
"09.08.2022 09:00 - 09.08.2022 10:00","462","406","356","24","11","1","158","127","94"
"09.08.2022 10:00 - 09.08.2022 11:00","598","545","489","25","8","10","201","161","110"
"09.08.2022 11:00 - 09.08.2022 12:00","690","649","637","25","7","7","237","212","159"
"09.08.2022 12:00 - 09.08.2022 13:00","736","714","601","31","8","0","224","209","163"
"09.08.2022 13:00 - 09.08.2022 14:00","737","728","688","34","12","1","265","232","202"
"09.08.2022 14:00 - 09.08.2022 15:00","692","681","607","31","15","2","319","288","239"
"09.08.2022 15:00 - 09.08.2022 16:00","631","684","658","39","26","6","303","311","220"
"09.08.2022 16:00 - 09.08.2022 17:00","551","620","531","48","40","7","275","305","190"
"09.08.2022 17:00 - 09.08.2022 18:00","436","478","515","44","40","9","265","297","183"
"09.08.2022 18:00 - 09.08.2022 19:00","288","320","345","50","55","8","248","281","134"
"09.08.2022 19:00 - 09.08.2022 20:00","135","154","171","47","56","5","221","231","75"
"09.08.2022 20:00 - 09.08.2022 21:00","33","37","35","44","49","23","191","192","57"
"09.08.2022 21:00 - 09.08.2022 22:00","2","2","2","46","41","28","151","149","71"
"09.08.2022 22:00 - 09.08.2022 23:00","0","0","0","60","31","19","143","135","68"
"09.08.2022 23:00 - 10.08.2022 00:00","0","0","0","61","27","11","144","124","68"
"10.08.2022 00:00 - 10.08.2022 01:00","0","N/A","0","16","N/A","0","88","N/A","60"
"10.08.2022 01:00 - 10.08.2022 02:00","0","N/A","0","12","N/A","12","93","N/A","60"
"10.08.2022 02:00 - 10.08.2022 03:00","0","N/A","0","10","N/A","1","99","N/A","57"
"10.08.2022 03:00 - 10.08.2022 04:00","0","N/A","0","8","N/A","0","102","N/A","69"
"10.08.2022 04:00 - 10.08.2022 05:00","0","N/A","0","8","N/A","0","113","N/A","75"
"10.08.2022 05:00 - 10.08.2022 06:00","2","N/A","2","14","N/A","1","126","N/A","102"
"10.08.2022 06:00 - 10.08.2022 07:00","39","N/A","40","21","N/A","8","136","N/A","122"
"10.08.2022 07:00 - 10.08.2022 08:00","148","N/A","135","18","N/A","0","145","N/A","155"
"10.08.2022 08:00 - 10.08.2022 09:00","316","292","292","16","2","2","147","108","108"
"10.08.2022 09:00 - 10.08.2022 10:00","511","485","524","14","12","7","138","110","134"
"10.08.2022 10:00 - 10.08.2022 11:00","688","671","681","13","8","15","127","120","141"
"10.08.2022 11:00 - 10.08.2022 12:00","817","805","937","11","5","0","138","131","140"
"10.08.2022 12:00 - 10.08.2022 13:00","884","873","1019","18","2","0","143","122","99"
"10.08.2022 13:00 - 10.08.2022 14:00","899","878","1037","27","7","4","176","141","131"
"10.08.2022 14:00 - 10.08.2022 15:00","866","818","1008","26","14","7","224","192","164"
"10.08.2022 15:00 - 10.08.2022 16:00","793","797","952","25","15","1","249","246","194"
"10.08.2022 16:00 - 10.08.2022 17:00","681","703","820","31","18","12","280","273","231"
"10.08.2022 17:00 - 10.08.2022 18:00","529","546","639","34","13","1","269","261","182"
"10.08.2022 18:00 - 10.08.2022 19:00","345","356","355","33","37","11","229","227","138"
"10.08.2022 19:00 - 10.08.2022 20:00","164","169","151","35","47","7","179","173","81"
"10.08.2022 20:00 - 10.08.2022 21:00","38","39","25","35","58","20","142","139","64"
"10.08.2022 21:00 - 10.08.2022 22:00","2","2","0","34","55","29","122","121","64"
"10.08.2022 22:00 - 10.08.2022 23:00","0","0","0","27","43","32","131","134","114"
"10.08.2022 23:00 - 11.08.2022 00:00","0","0","0","24","39","31","142","137","99"
"11.08.2022 00:00 - 11.08.2022 01:00","0","N/A","0","14","N/A","15","98","N/A","96"
"11.08.2022 01:00 - 11.08.2022 02:00","0","N/A","0","8","N/A","14","95","N/A","91"
"11.08.2022 02:00 - 11.08.2022 03:00","0","N/A","0","6","N/A","0","98","N/A","82"
